actor,movie,movie_year,role_sentence,role_size
Anthony Hopkins,The White Bus,1967,"In The White Bus, Anthony Hopkins had a small role.",small
Anthony Hopkins,The Lion in Winter (1968 film),1968,"In The Lion in Winter (1968 film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Hamlet,1969,"In Hamlet, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Looking Glass War (film),1970,"In The Looking Glass War (film), Anthony Hopkins had a large role.",large
Anthony Hopkins,When Eight Bells Toll,1971,"In When Eight Bells Toll, Anthony Hopkins had a large role.",large
Anthony Hopkins,Young Winston,1972,"In Young Winston, Anthony Hopkins had a small role.",small
Anthony Hopkins,Rotten Tomatoes,1973,"In Rotten Tomatoes, Anthony Hopkins had a small role.",small
Anthony Hopkins,The Girl from Petrovka,1974,"In The Girl from Petrovka, Anthony Hopkins had a large role.",large
Anthony Hopkins,A Bridge Too Far (film),1977,"In A Bridge Too Far (film), Anthony Hopkins had a small role.",small
Anthony Hopkins,International Velvet,1978,"In International Velvet, Anthony Hopkins had a large role.",large
Anthony Hopkins,Magic,1978,"In Magic, Anthony Hopkins had a large role.",large
Anthony Hopkins,A Change of Seasons (film),1980,"In A Change of Seasons (film), Anthony Hopkins had a large role.",large
Anthony Hopkins,The Elephant Man (1980 film),1980,"In The Elephant Man (1980 film), Anthony Hopkins had a small role.",small
Anthony Hopkins,The Good Father,1985,"In The Good Father, Anthony Hopkins had a large role.",large
Anthony Hopkins,84 Charing Cross Road,1987,"In 84 Charing Cross Road, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Dawning,1988,"In The Dawning, Anthony Hopkins had a large role.",large
Anthony Hopkins,A Chorus of Disapproval (film),1989,"In A Chorus of Disapproval (film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Desperate Hours,1990,"In Desperate Hours, Anthony Hopkins had a large role.",large
Anthony Hopkins,Dylan Thomas: Return Journey,1990,"In Dylan Thomas: Return Journey, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Silence of the Lambs (film),1991,"In The Silence of the Lambs (film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Bram Stoker's Dracula,1992,"In Bram Stoker's Dracula, Anthony Hopkins had a large role.",large
Anthony Hopkins,Chaplin,1992,"In Chaplin, Anthony Hopkins had a large role.",large
Anthony Hopkins,Freejack,1992,"In Freejack, Anthony Hopkins had a small role.",small
Anthony Hopkins,Howards End,1992,"In Howards End, Anthony Hopkins had a large role.",large
Anthony Hopkins,Spotswood,1992,"In Spotswood, Anthony Hopkins had a small role.",small
Anthony Hopkins,Shadowlands,1993,"In Shadowlands, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Innocent (1993 film),1993,"In The Innocent (1993 film), Anthony Hopkins had a large role.",large
Anthony Hopkins,The Remains of the Day (film),1993,"In The Remains of the Day (film), Anthony Hopkins had a large role.",large
Anthony Hopkins,The Trial (1993 film),1993,"In The Trial (1993 film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Legends of the Fall,1994,"In Legends of the Fall, Anthony Hopkins had a small role.",small
Anthony Hopkins,The Road to Wellville (film),1994,"In The Road to Wellville (film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Nixon,1995,"In Nixon, Anthony Hopkins had a large role.",large
Anthony Hopkins,August,1996,"In August, Anthony Hopkins had a large role.",large
Anthony Hopkins,Surviving Picasso,1996,"In Surviving Picasso, Anthony Hopkins had a large role.",large
Anthony Hopkins,Amistad,1997,"In Amistad, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Edge (1997 film),1997,"In The Edge (1997 film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Meet Joe Black,1998,"In Meet Joe Black, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Mask of Zorro,1998,"In The Mask of Zorro, Anthony Hopkins had a large role.",large
Anthony Hopkins,Instinct,1999,"In Instinct, Anthony Hopkins had a large role.",large
Anthony Hopkins,Siegfried & Roy: The Magic Box,1999,"In Siegfried & Roy: The Magic Box, Anthony Hopkins had a large role.",large
Anthony Hopkins,Titus,1999,"In Titus, Anthony Hopkins had a large role.",large
Anthony Hopkins,How the Grinch Stole Christmas,2000,"In How the Grinch Stole Christmas, Anthony Hopkins had a large role.",large
Anthony Hopkins,Mission: Impossible 2,2000,"In Mission: Impossible 2, Anthony Hopkins had a large role.",large
Anthony Hopkins,Hannibal,2001,"In Hannibal, Anthony Hopkins had a large role.",large
Anthony Hopkins,Hearts in Atlantis,2001,"In Hearts in Atlantis, Anthony Hopkins had a large role.",large
Anthony Hopkins,Bad Company,2002,"In Bad Company, Anthony Hopkins had a large role.",large
Anthony Hopkins,Red Dragon,2002,"In Red Dragon, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Human Stain (film),2003,"In The Human Stain (film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Alexander,2004,"In Alexander, Anthony Hopkins had a large role.",large
Anthony Hopkins,Burt Munro,2005,"In Burt Munro, Anthony Hopkins had a large role.",large
Anthony Hopkins,Proof,2005,"In Proof, Anthony Hopkins had a large role.",large
Anthony Hopkins,All the King's Men,2006,"In All the King's Men, Anthony Hopkins had a large role.",large
Anthony Hopkins,Bobby,2006,"In Bobby, Anthony Hopkins had a large role.",large
Anthony Hopkins,Beowulf,2007,"In Beowulf, Anthony Hopkins had a large role.",large
Anthony Hopkins,Fracture,2007,"In Fracture, Anthony Hopkins had a large role.",large
Anthony Hopkins,Shortcut to Happiness,2007,"In Shortcut to Happiness, Anthony Hopkins had a large role.",large
Anthony Hopkins,Slipstream,2007,"In Slipstream, Anthony Hopkins had a large role.",large
Anthony Hopkins,Immutable Dream of Snow Lion,2008,"In Immutable Dream of Snow Lion, Anthony Hopkins had a large role.",large
Anthony Hopkins,Where I Stand: The Hank Greenspun Story,2008,"In Where I Stand: The Hank Greenspun Story, Anthony Hopkins had a large role.",large
Anthony Hopkins,The City of Your Final Destination,2009,"In The City of Your Final Destination, Anthony Hopkins had a large role.",large
Anthony Hopkins,nolink=1,2010,"In nolink=1, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Wolfman (2010 film),2010,"In The Wolfman (2010 film), Anthony Hopkins had a large role.",large
Anthony Hopkins,You Will Meet a Tall Dark Stranger,2010,"In You Will Meet a Tall Dark Stranger, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Rite (2011 film),2011,"In The Rite (2011 film), Anthony Hopkins had a large role.",large
Anthony Hopkins,Thor,2011,"In Thor, Anthony Hopkins had a large role.",large
Anthony Hopkins,Hitchcock,2012,"In Hitchcock, Anthony Hopkins had a large role.",large
Anthony Hopkins,Red 2,2013,"In Red 2, Anthony Hopkins had a large role.",large
Anthony Hopkins,Thor: The Dark World,2013,"In Thor: The Dark World, Anthony Hopkins had a large role.",large
Anthony Hopkins,Noah,2014,"In Noah, Anthony Hopkins had a large role.",large
Anthony Hopkins,Blackway,2015,"In Blackway, Anthony Hopkins had a large role.",large
Anthony Hopkins,Kidnapping Freddy Heineken,2015,"In Kidnapping Freddy Heineken, Anthony Hopkins had a large role.",large
Anthony Hopkins,Solace,2015,"In Solace, Anthony Hopkins had a large role.",large
Anthony Hopkins,Collide,2016,"In Collide, Anthony Hopkins had a large role.",large
Anthony Hopkins,Misconduct,2016,"In Misconduct, Anthony Hopkins had a large role.",large
Anthony Hopkins,Thor: Ragnarok,2017,"In Thor: Ragnarok, Anthony Hopkins had a large role.",large
Anthony Hopkins,Transformers: The Last Knight,2017,"In Transformers: The Last Knight, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Two Popes,2019,"In The Two Popes, Anthony Hopkins had a large role.",large
Anthony Hopkins,Where Are You,2019,"In Where Are You, Anthony Hopkins had a large role.",large
Anthony Hopkins,Audrey Rose,2020,"In Audrey Rose, Anthony Hopkins had a large role.",large
Anthony Hopkins,Elyse,2020,"In Elyse, Anthony Hopkins had a large role.",large
Anthony Hopkins,Juggernaut,2020,"In Juggernaut, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Father (2020 film),2020,"In The Father (2020 film), Anthony Hopkins had a large role.",large
Anthony Hopkins,The Virtuoso]],2021,"In The Virtuoso]], Anthony Hopkins had a large role.",large
Anthony Hopkins,Zero Contact,2021,"In Zero Contact, Anthony Hopkins had a large role.",large
Anthony Hopkins,Armageddon Time,2022,"In Armageddon Time, Anthony Hopkins had a large role.",large
Anthony Hopkins,Rebel Moon – Part One: A Child of Fire,2022,"In Rebel Moon – Part One: A Child of Fire, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Son]],2022,"In The Son]], Anthony Hopkins had a large role.",large
Anthony Hopkins,Freud's Last Session,2023,"In Freud's Last Session, Anthony Hopkins had a large role.",large
Anthony Hopkins,One Life,2023,"In One Life, Anthony Hopkins had a large role.",large
Anthony Hopkins,Mary,2024,"In Mary, Anthony Hopkins had a large role.",large
Anthony Hopkins,Rebel Moon – Part Two: The Scargiver,2024,"In Rebel Moon – Part Two: The Scargiver, Anthony Hopkins had a large role.",large
Anthony Hopkins,Locked,2025,"In Locked, Anthony Hopkins had a large role.",large
Anthony Hopkins,Wife & Dog,2026,"In Wife & Dog, Anthony Hopkins had a large role.",large
Anthony Hopkins,Eyes in the Trees,2050,"In Eyes in the Trees, Anthony Hopkins had a large role.",large
Anthony Hopkins,Maserati: The Brothers,2050,"In Maserati: The Brothers, Anthony Hopkins had a large role.",large
Anthony Hopkins,The Housekeeper,2050,"In The Housekeeper, Anthony Hopkins had a large role.",large
Anya Taylor-Joy,Vampire Academy,2014,"In Vampire Academy, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,The Witch,2015,"In The Witch, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Barry,2016,"In Barry, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Morgan,2016,"In Morgan, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Split,2016,"In Split, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Marrowbone,2017,"In Marrowbone, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Thoroughbreds,2017,"In Thoroughbreds, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Crossmaglen,2018,"In Crossmaglen, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Glass,2019,"In Glass, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,"Love, Antosha",2019,"In Love, Antosha, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Playmobil: The Movie,2019,"In Playmobil: The Movie, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Radioactive,2019,"In Radioactive, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Emma,2020,"In Emma, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Here Are the Young Men,2020,"In Here Are the Young Men, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,The New Mutants,2020,"In The New Mutants, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Last Night in Soho,2021,"In Last Night in Soho, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Amsterdam,2022,"In Amsterdam, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,The Menu,2022,"In The Menu, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,The Northman,2022,"In The Northman, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,The Super Mario Bros. Movie,2023,"In The Super Mario Bros. Movie, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Dune: Part Two,2024,"In Dune: Part Two, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Furiosa: A Mad Max Saga,2024,"In Furiosa: A Mad Max Saga, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Sacrifice,2025,"In Sacrifice, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,The Gorge,2025,"In The Gorge, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,Dune: Part Three,2026,"In Dune: Part Three, Anya Taylor-Joy had a large role.",large
Anya Taylor-Joy,The Super Mario Galaxy Movie,2026,"In The Super Mario Galaxy Movie, Anya Taylor-Joy had a large role.",large
Arnold Schwarzenegger,Hercules in New York,1970,"In Hercules in New York, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Long Goodbye,1973,"In The Long Goodbye, Arnold Schwarzenegger had a small role.",small
Arnold Schwarzenegger,Stay Hungry,1976,"In Stay Hungry, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Pumping Iron,1977,"In Pumping Iron, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Scavenger Hunt,1979,"In Scavenger Hunt, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Villain,1979,"In The Villain, Arnold Schwarzenegger had a small role.",small
Arnold Schwarzenegger,Conan the Barbarian,1982,"In Conan the Barbarian, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Conan the Destroyer,1984,"In Conan the Destroyer, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Terminator,1984,"In The Terminator, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Commando,1985,"In Commando, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Red Sonja,1985,"In Red Sonja, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Raw Deal,1986,"In Raw Deal, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Predator,1987,"In Predator, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Running Man,1987,"In The Running Man, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Red Heat,1988,"In Red Heat, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Twins,1988,"In Twins, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Kindergarten Cop,1990,"In Kindergarten Cop, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Total Recall,1990,"In Total Recall, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Terminator 2: Judgment Day,1991,"In Terminator 2: Judgment Day, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Dave,1993,"In Dave, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Last Action Hero,1993,"In Last Action Hero, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Junior,1994,"In Junior, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,True Lies,1994,"In True Lies, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Eraser,1996,"In Eraser, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Jingle All the Way,1996,"In Jingle All the Way, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,T2-3D: Battle Across Time,1996,"In T2-3D: Battle Across Time, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Batman & Robin,1997,"In Batman & Robin, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,End of Days,1999,"In End of Days, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The 6th Day,2000,"In The 6th Day, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Dr. Dolittle 2,2001,"In Dr. Dolittle 2, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Collateral Damage,2002,"In Collateral Damage, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Terminator 3: Rise of the Machines,2003,"In Terminator 3: Rise of the Machines, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Rundown,2003,"In The Rundown, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Around the World in 80 Days,2004,"In Around the World in 80 Days, Arnold Schwarzenegger had a small role.",small
Arnold Schwarzenegger,The Kid & I,2005,"In The Kid & I, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Terminator Salvation,2009,"In Terminator Salvation, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Expendables,2010,"In The Expendables, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Expendables 2,2012,"In The Expendables 2, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Escape Plan,2013,"In Escape Plan, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,The Last Stand,2013,"In The Last Stand, Arnold Schwarzenegger had a large role.",large
Arnold Schwarzenegger,Sabotage,2014,"In Sabotage, Arnold Schwarzenegger had a large role.",large
